Order_Id,Type
A265886699,Non-Veg
B494344363,Other
B225008771,Other
A535496644,Veg
B247576347,Other
A966991715,Other
E685622803,Veg
B713151702,Other
B660765025,Non-Veg
E704002666,Other
D968514155,Other
D861976955,Veg
E927223015,Veg
C152732328,Veg
C878976092,Other
A808127339,Non-Veg
C666550400,Other
A494578922,Veg
D330436630,Non-Veg
E818006607,Veg
D267220069,Other
B205269188,Non-Veg
C751182128,Veg
C700689084,Other
C269230374,Other
C601044865,Non-Veg
B393482473,Non-Veg
B971768875,Non-Veg
E389979640,Veg
A709832324,Other
B580639803,Non-Veg
A807098551,Veg
A398378019,Other
E903875441,Non-Veg
C326820314,Other
B463224487,Non-Veg
C506219616,Non-Veg
B531977041,Other
E974606250,Other
C853253715,Non-Veg
D439935651,Other
A227964172,Non-Veg
D263179658,Non-Veg
C104193777,Other
D245356051,Other
D310616175,Non-Veg
B447037439,Other
A457418685,Veg
C802956463,Other
D915188550,Non-Veg
A577553162,Veg
A997923164,Other
D660965154,Non-Veg
B675251990,Veg
A444630733,Veg
A136780197,Non-Veg
E903640443,Other
A719563279,Non-Veg
E436016015,Other
D732886194,Non-Veg
B601416672,Other
D558450780,Veg
A933686338,Non-Veg
A485353757,Veg
E239584786,Non-Veg
A216906363,Non-Veg
E603149333,Veg
A259101565,Veg
D672836653,Veg
E712267875,Non-Veg
D860213784,Non-Veg
D582330400,Veg
A235752587,Non-Veg
C959146951,Other
D596224797,Other
C791786360,Other
B654881005,Other
A851139899,Other
C442749782,Non-Veg
B119978266,Veg
E544959262,Non-Veg
B338109016,Veg
A399866018,Veg
D695848695,Non-Veg
C133086757,Veg
C866722940,Non-Veg
E397615845,Non-Veg
B210540452,Veg
E753321467,Non-Veg
C970668643,Veg
C675396579,Other
C141994959,Non-Veg
B571525707,Other
E466747169,Non-Veg
E456342986,Non-Veg
C381370979,Other
D345360541,Veg
E285172473,Non-Veg
E673216797,Other
B252882079,Non-Veg
E686617903,Other
A729551697,Non-Veg
D603783883,Other
A510887789,Other
A920255570,Non-Veg
A304844009,Other
A329367867,Veg
E822350495,Non-Veg
D133404295,Veg
A369624033,Other
A177026289,Non-Veg
E939858245,Other
D154533661,Non-Veg
B523405550,Non-Veg
C389933632,Other
A793427003,Non-Veg
B746911078,Non-Veg
A583720069,Veg
D671684295,Other
D834952375,Veg
B844058941,Veg
B170993294,Other
C209989032,Non-Veg
E752723253,Non-Veg
D192792610,Non-Veg
A784352916,Non-Veg
D257390721,Other
E368689444,Other
A285717368,Other
C102968530,Non-Veg
D661501094,Other
B953286428,Non-Veg
B501209752,Other
D498886884,Non-Veg
A958067831,Veg
A364471062,Non-Veg
D166618657,Other
C332211379,Non-Veg
D103300591,Non-Veg
C829222531,Veg
A670406968,Other
B198236306,Non-Veg
D459584185,Veg
B341943600,Other
A847375200,Other
A495680227,Other
D185865604,Other
A114725019,Non-Veg
C483974481,Non-Veg
E680255382,Veg
A707592437,Other
E625430680,Non-Veg
B214589358,Other
C371427328,Non-Veg
D918878825,Veg
A173966371,Non-Veg
D364419833,Non-Veg
B804041479,Other
A245435083,Veg
E277316938,Non-Veg
B623253737,Other
A554987611,Non-Veg
D414163733,Veg
B973255919,Non-Veg
B697828648,Veg
B662106469,Veg
A992577010,Non-Veg
C478318244,Non-Veg
B653681849,Non-Veg
C524746154,Other
B524175497,Non-Veg
D902667229,Other
D436858382,Non-Veg
C750436368,Non-Veg
D890784909,Non-Veg
E836798688,Non-Veg
A921223693,Other
B388822109,Veg
A873866038,Other
E586398419,Non-Veg
B201801671,Other
C659008188,Veg
C629204664,Veg
E648042620,Veg
B674919064,Non-Veg
A199734656,Other
A283717159,Veg
B450000784,Non-Veg
D876100012,Non-Veg
D455014061,Other
C330272681,Veg
A583868922,Other
D106981767,Other
D777867952,Non-Veg
C819980021,Veg
C936768643,Non-Veg
C170718578,Non-Veg
D230309988,Non-Veg
C518474400,Other
E306077003,Non-Veg
D574717131,Veg
A257462238,Veg
A664629083,Veg
C140972823,Veg
B661046871,Veg
A585492299,Veg
C495310267,Other
D191446949,Non-Veg
A509835540,Other
C365819313,Non-Veg
C912446086,Non-Veg
A784311905,Non-Veg
A103238124,Other
E867415370,Veg
C238121064,Veg
C306983657,Other
E114720142,Veg
C140615626,Non-Veg
A738687126,Veg
E557266997,Veg
C428131976,Non-Veg
E469256936,Non-Veg
B658044904,Non-Veg
D945188626,Veg
C939202296,Non-Veg
A908029536,Veg
E837912491,Other
D428435923,Non-Veg
E409396744,Non-Veg
A185299545,Other
B504501458,Non-Veg
B341515825,Veg
C835587073,Other
D719554867,Other
C856747169,Veg
B550300044,Non-Veg
A206646623,Non-Veg
A428933196,Other
B471127481,Non-Veg
D562451791,Veg
B919881024,Other
B306409735,Other
B784422906,Other
C169710200,Veg
E295128428,Veg
E638150200,Veg
A743922672,Non-Veg
C176189522,Veg
C807150868,Non-Veg
B494126070,Other
D433688710,Other
D486019493,Veg
A150567214,Other
B644748950,Veg
A844073006,Veg
C528825030,Veg
E525965358,Other
D837686597,Other
C482664521,Veg
A670696273,Veg
D729424511,Other
E193695220,Other
B248351684,Non-Veg
D207274249,Other
E267215658,Non-Veg
A560213800,Veg
E918958785,Other
B124155312,Non-Veg
B843343235,Other
A301707729,Non-Veg
C415274819,Non-Veg
D549356579,Other
A715136760,Non-Veg
C767221073,Veg
A370903530,Non-Veg
E758472897,Veg
B387990085,Other
D123097855,Non-Veg
B700545652,Non-Veg
C383753267,Veg
D572285493,Other
A594290551,Non-Veg
A872679392,Other
C253207307,Other
D818251132,Other
C526652192,Non-Veg
E858971705,Other
C115694200,Other
E238709019,Non-Veg
B445864082,Non-Veg
E627954620,Non-Veg
E754252827,Non-Veg
A769375034,Veg
B524452628,Non-Veg
B998587597,Other
B559447074,Other
B294763975,Other
A947777823,Non-Veg
E499271969,Veg
E760968809,Veg
A266946597,Non-Veg
B933898610,Non-Veg
E728865820,Other
D784333083,Veg
A208749144,Veg
D398661052,Veg
E532028845,Veg
B933948422,Veg
A888220023,Other
A328763175,Non-Veg
C546080358,Veg
E248242121,Non-Veg
B138088524,Veg
B339669469,Veg
D439653583,Non-Veg
A559729730,Veg
C289084192,Non-Veg
B387923258,Veg
E931174835,Veg
A522329744,Veg
E350545807,Non-Veg
C715562904,Veg
E819781519,Other
E969106333,Other
A272865991,Other
B297119402,Other
C382047533,Veg
D269037075,Veg
E860128932,Veg
A545649142,Non-Veg
E503953137,Other
E695608421,Other
A764690576,Veg
B590114322,Non-Veg
B666924367,Veg
E221245818,Non-Veg
C461044650,Non-Veg
E898805850,Other
B706449011,Non-Veg
C168659345,Non-Veg
E510525633,Veg
C217624099,Non-Veg
A411695683,Other
A835942148,Other
C560878846,Other
D521392311,Other
D598930157,Non-Veg
B497217604,Veg
B900284111,Non-Veg
C468416040,Veg
E591447653,Other
A545579614,Non-Veg
D638401352,Veg
B865689064,Veg
C587009270,Other
D222881163,Veg
E898559465,Veg
C485386431,Veg
A666903958,Veg
A577902174,Veg
C381139205,Other
D111833918,Veg
C604427441,Other
B291470024,Other
C815094163,Non-Veg
D431177648,Other
C663019971,Non-Veg
E334730556,Veg
E270725045,Veg
B435347997,Non-Veg
D683830590,Other
E477415153,Other
D280492494,Veg
D480962877,Veg
C867072610,Veg
C284490371,Veg
D805519514,Other
B800634350,Veg
E958232687,Other
B654904599,Veg
C140225971,Other
B358621079,Other
D466943196,Other
C565732302,Non-Veg
D343832560,Veg
B558161923,Veg
E441305422,Non-Veg
B785524972,Non-Veg
B834498646,Veg
A950175237,Other
B590410722,Other
E726191320,Other
A462847991,Veg
C555854026,Veg
D155758640,Other
C174459504,Non-Veg
A308554812,Non-Veg
B544408180,Veg
C213840165,Veg
B842290263,Veg
C485941132,Non-Veg
C562905509,Non-Veg
C594013339,Veg
C864723088,Non-Veg
E324989354,Veg
B972277581,Other
D616439061,Veg
A298879521,Non-Veg
A188510232,Non-Veg
A441641835,Non-Veg
C386971044,Veg
A525535737,Non-Veg
B637527949,Veg
A589306828,Other
B776836632,Veg
B974833052,Veg
D100267808,Other
D230537575,Veg
A932579254,Non-Veg
B781364573,Non-Veg
A301405937,Veg
C111789507,Veg
A292880112,Other
C751919519,Veg
A230660843,Other
D569458336,Other
D104954970,Veg
C780898609,Non-Veg
D629120911,Veg
C507590517,Veg
D874213996,Other
C671935322,Non-Veg
D426939007,Other
A329090275,Veg
A256040031,Veg
D706778123,Veg
D738997300,Other
A435224435,Other
E702554777,Non-Veg
D699172989,Non-Veg
A186738915,Non-Veg
E448628109,Non-Veg
E412823345,Non-Veg
D988897844,Other
A734870323,Veg
B519944806,Other
A313463254,Veg
C689331828,Other
B287651159,Non-Veg
C433242457,Non-Veg
B340251496,Non-Veg
B691994293,Other
E896305728,Other
B776639643,Non-Veg
D327061251,Other
B977027712,Non-Veg
B401568951,Veg
A588858222,Non-Veg
E195213456,Veg
E911528579,Other
A865673425,Other
D496357937,Veg
E240822704,Non-Veg
D201860235,Veg
D718548242,Veg
D595256201,Veg
D748224567,Other
D480966230,Non-Veg
A735467955,Other
E851863961,Non-Veg
A577762416,Other
B134668135,Non-Veg
E580638466,Veg
C809500440,Non-Veg
D520073334,Non-Veg
E785295972,Non-Veg
C538312828,Veg
B181094838,Veg
A987547538,Non-Veg
C638487620,Veg
B639082437,Veg
C233026885,Non-Veg
D651708698,Non-Veg
B429878945,Other
C453963001,Non-Veg
A139637505,Veg
B990209179,Other
D102206204,Other
B491616871,Veg
E678743358,Veg
E512373383,Non-Veg
C513840783,Other
E470846196,Non-Veg
A616396795,Non-Veg
E651955264,Other
C914543971,Non-Veg
A777328539,Other
A928113959,Other
C191462259,Veg
A911764002,Non-Veg
A553243554,Veg
B301060928,Non-Veg
C471949451,Non-Veg
A115220834,Other
E100243815,Non-Veg
C320821204,Non-Veg
B766935641,Other
D558086216,Veg
B408531477,Other
B355334834,Non-Veg
D215500955,Veg
D549727785,Veg
A285961211,Non-Veg
B603592326,Other
E132685880,Other
A322224396,Non-Veg
D308698711,Other
D784246790,Other
B465119311,Other
C708651724,Veg
D865794736,Veg
B713734448,Other
B726155587,Non-Veg
C141593701,Veg
D855870839,Veg
C733155117,Other
C285497136,Veg
A607395009,Non-Veg
D306438061,Non-Veg
E383912194,Non-Veg
B652461329,Other
C143994119,Non-Veg
E192748130,Veg
B398346597,Veg
A189317424,Non-Veg
D773468668,Other
A861672014,Veg
C619224386,Veg
E958551826,Veg
E455927277,Non-Veg
A656998949,Veg
A910993042,Veg
B902540207,Veg
D107387524,Other
A288932347,Non-Veg
E205112853,Veg
D435019478,Non-Veg
A976703984,Non-Veg
A977915413,Other
B508250642,Veg
B884665315,Veg
C766120383,Non-Veg
C722296421,Non-Veg
C471472727,Other
A489357182,Veg
D769254056,Other
B698169345,Non-Veg
C250043192,Other
E422515303,Other
A589146760,Non-Veg
C306324415,Non-Veg
C422698577,Veg
C331111517,Veg
D997391156,Non-Veg
E846518752,Veg
D889897589,Veg
B955296923,Non-Veg
A122446959,Non-Veg
D325743981,Other
A500783384,Veg
A210834191,Non-Veg
A397395060,Non-Veg
C756067317,Veg
A939720723,Veg
E585885724,Non-Veg
E907003299,Veg
E884762569,Veg
C653590343,Non-Veg
C855219408,Other
E856719565,Veg
A242020850,Other
C245304896,Other
E965527092,Non-Veg
E858815508,Veg
A970685861,Veg
C121774696,Veg
A210382312,Veg
D763843800,Other
C663070597,Other
E646766316,Other
C619472137,Non-Veg
D140602058,Non-Veg
A277913248,Veg
C645547724,Non-Veg
C188392153,Veg
E594759630,Veg
C782845504,Other
D940024571,Other
E128605713,Other
A269334988,Veg
B396180337,Veg
D494753969,Veg
D339207242,Veg
B111332722,Non-Veg
B605376637,Other
B263711835,Other
A993317615,Veg
E468265654,Veg
A470776988,Veg
E178425440,Veg
E103131718,Veg
D198651246,Non-Veg
D570451379,Non-Veg
E584717934,Non-Veg
D686398650,Non-Veg
E774215710,Non-Veg
E225032749,Other
E141266652,Veg
E483129620,Other
B585394338,Other
B118940953,Other
B964200652,Non-Veg
E413571375,Other
A713969945,Non-Veg
B209596697,Other
C464853325,Non-Veg
A306654136,Other
E347314196,Non-Veg
B706077658,Veg
E642020691,Non-Veg
D695127797,Other
C792349177,Non-Veg
C574932833,Non-Veg
E146463517,Veg
B964582815,Non-Veg
E169942084,Veg
D721626021,Veg
B655857065,Non-Veg
C308395650,Non-Veg
D530231040,Non-Veg
B188401582,Veg
B919716097,Veg
E112241908,Veg
E497115421,Other
C512299063,Other
C284264633,Veg
E642001971,Veg
B639749456,Veg
B256213942,Veg
A580012214,Other
D374473903,Other
E754290023,Veg
A329123515,Non-Veg
A238228634,Other
C632618930,Non-Veg
B810498415,Veg
C768827871,Non-Veg
C713827344,Non-Veg
C123540530,Veg
B349076279,Veg
E233392726,Other
B356257982,Other
E421537081,Non-Veg
B635984473,Veg
B627672985,Veg
D363147382,Other
B694565115,Veg
E970121745,Veg
C249826219,Veg
B394628313,Other
E107724335,Other
C925622688,Non-Veg
B875086536,Non-Veg
D601699497,Non-Veg
B167931384,Non-Veg
A176038799,Non-Veg
B320095628,Veg
D289896315,Veg
A704106215,Other
C394154630,Veg
B528701256,Non-Veg
E655959939,Veg
A900688314,Veg
B297031326,Non-Veg
D585314038,Veg
B161717200,Non-Veg
B835725319,Other
D693200236,Other
E790930140,Other
A497771668,Veg
D509403593,Veg
D454335950,Non-Veg
E340128576,Non-Veg
B960411232,Non-Veg
E386924737,Other
C503232368,Other
D954723392,Veg
C144053423,Non-Veg
C691184191,Other
B715458713,Veg
A293077630,Non-Veg
A350036684,Non-Veg
D730248587,Non-Veg
B224267682,Other
A817320863,Non-Veg
C541044509,Non-Veg
C455466533,Other
B595137413,Veg
A282687348,Veg
A975059582,Other
E369060865,Veg
E438708033,Non-Veg
E419627602,Veg
A483486598,Non-Veg
E666540700,Veg
D801867451,Other
E804028699,Veg
B644781221,Other
C176429645,Veg
B490289245,Other
B347110670,Non-Veg
E613428176,Other
D407700837,Veg
C681944416,Other
A500862381,Other
C644102183,Non-Veg
B216118556,Veg
C370841679,Other
B891485120,Non-Veg
D678708391,Veg
C776143688,Non-Veg
D360889723,Non-Veg
E288090768,Other
A843476697,Other
C779118374,Non-Veg
A251246157,Veg
B345953732,Veg
B490056452,Veg
B828564898,Other
D751966390,Other
D884334404,Other
C966741955,Other
E515213794,Non-Veg
B651663893,Non-Veg
E770690095,Non-Veg
E360603181,Other
D928347839,Non-Veg
A273596746,Other
B176207838,Veg
E835541339,Non-Veg
C429220580,Veg
E896520850,Non-Veg
B910263693,Non-Veg
B182478207,Veg
C342720482,Veg
A650108651,Veg
E335826407,Veg
B791032436,Veg
B603779194,Other
D783397988,Non-Veg
C669749943,Other
B732157535,Veg
E939953584,Other
B878826693,Veg
E417630406,Other
B679498946,Veg
E568757756,Veg
E328054000,Other
E238356317,Other
D284776041,Non-Veg
E351637366,Non-Veg
B501255650,Veg
B483109785,Other
D794253666,Non-Veg
D447646891,Non-Veg
C518222600,Other
B957953062,Non-Veg
B912811789,Veg
D827744767,Veg
E212404522,Other
B501983510,Other
E422076360,Veg
E597350088,Other
D155634689,Other
A659228768,Other
C251614863,Veg
C476179944,Non-Veg
C238595554,Veg
C263907304,Veg
B474857689,Veg
B777219322,Other
B550171555,Other
E749621719,Non-Veg
B268096700,Veg
B853731802,Veg
C540304601,Non-Veg
E542616211,Non-Veg
B554369730,Other
D396231351,Other
C178511766,Non-Veg
E515337131,Non-Veg
A243840984,Non-Veg
C598861031,Veg
E510939467,Other
E622133563,Other
A195286766,Other
B293290376,Veg
B568196784,Other
D104458870,Veg
A270776729,Veg
B420378806,Veg
A157235048,Veg
E979428137,Veg
A108161336,Other
A794820577,Veg
E997224019,Other
B391553640,Veg
B855444523,Veg
A196753784,Non-Veg
E846709737,Other
C803329275,Veg
B472551813,Veg
D879851531,Veg
B632105529,Veg
C171432440,Non-Veg
E870610889,Veg
D217076641,Veg
D211795740,Non-Veg
A745618310,Veg
A843942678,Veg
D517374808,Non-Veg
A151184684,Non-Veg
A512243758,Other
E338169397,Non-Veg
A761030052,Non-Veg
C479671095,Veg
A171905047,Non-Veg
C163130734,Other
E392057392,Non-Veg
C852835171,Veg
E964725535,Non-Veg
A603519640,Other
D241634917,Non-Veg
D825767565,Veg
C917294694,Non-Veg
A777561460,Non-Veg
E411129807,Veg
C321431011,Other
A817341199,Non-Veg
B914566662,Non-Veg
B136705413,Veg
E645328076,Other
D619910075,Veg
D485847565,Non-Veg
E804110955,Non-Veg
D670621305,Non-Veg
B526005787,Veg
D989726262,Veg
E789012866,Other
E286207505,Non-Veg
A618253511,Veg
C665810848,Veg
E674148832,Veg
A888304868,Other
D470151074,Veg
E569318738,Other
B253904743,Other
E128285194,Veg
D800760744,Other
A848856730,Veg
D811136147,Other
E562993741,Veg
A254552265,Veg
E313035879,Veg
D804208888,Veg
B128983631,Non-Veg
E995742420,Veg
C379519372,Veg
D518142653,Non-Veg
B794830653,Veg
C647589027,Other
B405024688,Veg
D391940558,Non-Veg
A456159279,Veg
E198005354,Non-Veg
B946571039,Other
C811319473,Veg
B300934727,Non-Veg
D391385531,Veg
A416655310,Non-Veg
A210945731,Veg
D466604541,Non-Veg
E458066857,Non-Veg
D293555888,Other
A841792212,Other
C214660496,Non-Veg
C671373582,Non-Veg
A341393836,Other
D121660630,Veg
D492264931,Veg
E869175313,Veg
A309210906,Other
E953928390,Veg
E405464518,Non-Veg
B534207741,Veg
B987303736,Veg
B754625835,Non-Veg
C642640383,Veg
A544717173,Other
E176415688,Other
C266134660,Veg
B220471788,Veg
B869309553,Non-Veg
B508593053,Non-Veg
B913578791,Veg
E785610470,Other
B920186422,Non-Veg
E455574170,Veg
E301138868,Non-Veg
B582872510,Other
A353354050,Veg
B241551248,Veg
D848958227,Other
C868693999,Veg
D836830692,Non-Veg
C587201630,Veg
D152444206,Veg
B430852283,Veg
A303739545,Other
C493779037,Veg
B493726268,Non-Veg
E566719554,Veg
E297021935,Other
B602054639,Veg
B159771394,Veg
E249793926,Non-Veg
D969981002,Veg
B152699807,Veg
C260594352,Other
C346271920,Non-Veg
A278916897,Non-Veg
E832124907,Veg
B861263159,Veg
D172427289,Non-Veg
B220563444,Veg
E647474029,Veg
C546269760,Non-Veg
C668755916,Veg
E780024273,Veg
C693970979,Non-Veg
B399571893,Veg
A502594400,Non-Veg
B928985413,Veg
B687138068,Veg
A897702159,Other
D205064478,Other
A796664326,Veg
D936148689,Non-Veg
B957858091,Non-Veg
C585011630,Non-Veg
D392209402,Non-Veg
D261459029,Veg
C716757749,Other
E144321351,Veg
D286213022,Other
A951754653,Other
B182162988,Veg
E241383775,Other
E151812307,Non-Veg
C447138095,Non-Veg
A926705544,Veg
D657409594,Veg
A425964948,Non-Veg
A993289905,Non-Veg
B334724958,Veg
B558572223,Other
A929291818,Other
D293344949,Other
D434182671,Other
B363097756,Veg
D645282954,Non-Veg
E735880909,Veg
C202076348,Other
E708577799,Veg
A467552244,Non-Veg
A741420825,Other
D330322007,Non-Veg
A973069423,Veg
C922177108,Veg
E115765743,Veg
B132155979,Other
E476367160,Other
E178833961,Veg
E985851143,Veg
A708491648,Veg
C314197617,Non-Veg
B768233369,Non-Veg
D494955595,Other
E580392797,Non-Veg
E244695036,Other
A922904734,Non-Veg
E688585564,Veg
D300343380,Non-Veg
A876082957,Other
B379417267,Other
E645572077,Other
E827793817,Other
E827334839,Veg
B152743329,Veg
D103890108,Non-Veg
D519301717,Veg
D375979180,Other
B396128684,Other
D907694139,Non-Veg
E795788905,Other
D288918655,Other
A988812516,Veg
B897253181,Non-Veg
D550915832,Veg
B805914686,Other
E986230180,Non-Veg
C791641989,Veg
C154046624,Veg
C742086529,Veg
A491310809,Other
E583330378,Other
B986761399,Veg
A589469179,Veg
E147410954,Veg
E657413384,Other
C898046698,Non-Veg
E518472715,Veg
B863235421,Other
C542954334,Veg
B222125065,Veg
D907979673,Other
D399407581,Other
E807965794,Non-Veg
C989619170,Veg
B560539211,Veg
A975332101,Non-Veg
C616257497,Other
D291854435,Veg
D910773953,Non-Veg
A741565078,Non-Veg
C805702878,Veg
D831705452,Non-Veg
